text,sentiment,id
росії новий рекорд смертності коронавірусу добу,0,37875
британія запідозрила росію намірах створити міні державу асада,0,20323
росія заявила не гарантувати безпеку турецької авіації сирії,0,12540
гройсман не збирається обєднуватися іншими партіями виборами ради,0,22872
єврокомісія погрожує штрафами країнам відмовляються біженців,0,5777
білоруси відбивають перші атаки омону збираються щотижневий мегамарш,0,19908
одесі погрози активістів скасували концерт ірини білик,0,21021
підтримкою режиму асада сирії навязуванням плану мореля україні путін продовжує дестабілізувати світ укроп,0,10850
мешканці донецька придумали нове розшифрування днр,0,8415
генсек обсє заявив розкол організації україну,0,22504
кенії зникли млн замовлених німеччиною захисних масок,0,36043
харкові чоловіка оштрафували грн спалення прапора україни,0,38666
кольченка змушують взяти громадянство росії шантажують батьками мати політвязня,0,7526
авіакатастрофа ірані пілоти не могли звязатися диспетчерами,0,19321
ізмаїлі госпіталізовано людини отруєння,0,20694
лефортово прийняли передачі сущенка панова,0,14790
нато відсутній консенсус членства україни порошенко,0,16108
столиці пожежа радіоринку місці працюють пожежники,0,38204
криму білборд путіним заляпали чорною фарбою,0,36815
гпу доручили відкрити справу екс спікера рибака документ,0,22732
війну донбасі тис українців отримали інвалідність,0,40310
образу короля ексчиновницю таїланді увязнили,0,40366
населених пунктів світла а деяких областях пройдуть дощі,0,1704
скільки є україні завербованих журналістів княжицький інтервю гордона гіркіним,0,13457
шахраї викрадають дані банківських карток оновлення,0,40579
російська авіація сирії налічує одиниць,0,32624
контрабандисти намагалися завезти росії косметики автозапчастин млн грн,0,26173
вирок надії савченко вязнів кремля політику,0,4063
зливає дані телефонів поліції,0,1960
енергоблок рівненської аес відключено енергомережі,0,23730
турсектор італії втратити млрд євро коронавірус,0,35072
томос україни верховний суд розгляне позови верховної ради,0,34768
атаки старогнатівку порушують мінські домовленості євросоюз,0,2416
москві виборчої дільниці прийшли люди антиукраїнськими гаслами,0,37279
газпромівська дочка підтвердила арешт акцій позовом нафтогазу,0,4536
очільника мзс німеччини здивував масштаб руйнувань широкиного,0,30146
рнбо донецьку терористи нанесли техніку позначки зсу можливі провокації,0,32548
естонія звинувачує путіна шпигунстві змі,0,5751
зеленський підписав указ вихід угоди рамках снд,0,24881
насіров профінансував бізнес проект парнаса змі,0,9727
розповіді поранених сутичках радою,0,32603
удар автоколоні оон сирії завдали російські су,0,17025
відомий художник познущався берлінського театру згадку біженців,0,22029
депутата вінницької області руслана терещука порівняли лозінським,0,23114
метро тегерана зіткнулися потяги десятки поранених,0,15957
херсонщині браконьєри наловили червонокнижних крабів майже млн грн,0,28829
вулиці антоновича києві курєрський моторолер зіткнувся машиною,0,27872
людини потонули українських водоймах,0,18759
вчені повязали зниження артеріального тиску наближенням смерті,0,22411
підозрюваного педофілії колишнього посла папи римського посадили домашній арешт,0,30606
монастириському районі тернопільщини захворів медик,0,37271
психологи попереджають різдвяна музика погано впливати психіку,0,32080
росія майже ніколи не припиняла стріляти донбасі,0,12577
огпу пропонує створити суд злочинів росії донбасі,0,29801
терористи перетворюють макіївку вузловий пункт оборони,0,14386
україні доби померли людини зареєстровано нових заражень,0,3569
суд не продовжив строки розслідування справі крадіжці млн грн квартирах нацгвардії фігурантом є татаров,0,13932
окупованому криму утримують сотню політвязнів правозахисниця,0,3424
марїнку перекинули нові артгрупи терористів,0,30515
довболівались німеччині російським фанатам світить тюрми,0,5416
сімферополі ринку силовики затримали українців,0,38126
криваве місячне затемнення пророкує кінець світу проповідник,0,614
терористи продовжують гатити відведених мінометів,0,14394
львові людей отруїлися їдальні католицького університету,0,36956
курс валют долар відновив зростання,0,26535
нафтовому танкері берегів китаю продовжуються вибухи шансів врятувати екіпаж менше,0,28427
росія риє окопи кордоні донбасом найманці не тікали розвідка,0,12710
надання україні летальної зброї ускладнить ситуацію донбасі командувач сша,0,9575
міськрада дніпра не підтримала повернення колишньої назви міста,0,27543
пожежі каліфорнії число жертв сягнуло осіб,0,30836
закарпатську облраду очолила людина балоги,0,24542
києві сталася аварія участю мотоцикліста винуватець дтп втік,0,15598
києва їде легендарний майк тайсон прес конференцію не пускають жінок,0,5321
україна направила ноту росії затримання українця правого сектору,0,17166
офіційний курс ціна долара пішла,0,30127
путін вижене росії американських дипломатів,0,32094
курченко металіст фінансував сепаратистів,0,7898
камери записали китаї провалився величезний шмат дороги,0,7102
бойовики готують чергові провокації українських військ,0,20097
екс депутат одеської міськради фінансував терористів днр лнр кошти будівельної фірми сбу,0,5624
кремлі прокоментували ініціативу зробити путіна верховним правителем,0,15760
туреччина не домовилась росією іраном перемиря сирії,0,35045
моз кір україні захворіли тис осіб,0,27620
українських військових обстріляли танку гранатометів,0,39341
швеції коронавірусу померли тисячі людей,0,38848
росії доплачують капелло конверті млн євро,0,16426
суд заарештував затриманих фсб кримських татар,0,1344
росіянина причетний кібератак банківської системи сша засудити увязнення,0,12801
деснянському районі столиці дівчат потрапили колеса,0,35606
січні кір захворіло українців,0,38132
коронавірус увірвався києва кличко розповів подробиці перших інфікованих,0,606
прокуратура повідомила підозру депутатці званої народної ради лнр,0,11712
порошенко звинуватив путіна інформаційній війні німеччини,0,31294
або президент рятує країну рятує монобільшість яценюк,0,2083
туреччина збудує паркан кордоні сирією,0,35036
зросло затримання росією суден азовському морі,0,27711
мінувальнику харківського радіоринку загрожує,0,736
порошенко вимагає звільнити скандального прокурора одещини документ,0,31212
росія заборонила мясо сша єс скасування ембарго,0,32877
генпрокуратура росії визнала незаконною передачу криму україні,0,22490
пляжі одесі стався зсув ґрунту могло засипати людину,0,9312
чилі сколихнули масові протести загиблих,0,40466
додон допомагав росії пробивати коридор одесу аналітик,0,14844
слуга народу засудила бужанського назвав журналістку тупою вівцею але слова назвала зрозумілою реакцією,0,1286
туреччині розбився винищувач,0,38523
путін припускає росіяни не обрати президентом,0,11920
австралії невиліковно хворим давати галюциногенні гриби,0,35164
оприлюднили список загиблих катастрофі еміратського,0,30007
суд розгляне скаргу захисту імунітету савченко члена парє,0,34166
російських авіаударів алеппо загинули цивільних,0,21972
штучний дефолт дуже дорого обійшовся україні єврокомісія,0,40717
вихідні синоптики обіцяють сильні дощі вітер,0,27818
зоні ато минулої доби загинув військовий поранені,0,15257
трамп заявив не має повагу жінок більшу,0,14517
заручників готелю малі є громадянин україни,0,33464
гримчак розповів не очолив донецьку область,0,4851
рівненської бурштинової мафії вилучили обладнання млн,0,37847
відсторонений мер миколаєва скликає віче отримати оцінку громади,0,4154
влада сімферополя каратиме кафе бари роботу нічний час,0,22188
дніпрі житловому будинку спалахнула пожежа загиблих,0,35619
аеропорту сша чоловік проїхався каруселі валіз,0,20491
злочинці мають менший розміром мозок дослідження,0,6811
мер маріуполя захворів,0,27145
мзс швеції вимагає негайно звільнити савченко,0,27303
холодницький відповів заклик посольства сполучних штатів піти відставку,0,40114
повертаємося радянських часів уряд контролює інформацію княжицький,0,8477
мон підтвердило включення портнова новинського кучми наглядової ради одеської юридичної академії,0,8709
рада засудила намагання повернути росіян парє,0,32221
аксьонов вирішив звільнити директора кримавтодора,0,2200
рівненську облраду очолив представник радикальної партії,0,12171
вбивство шеремета огпу преміював прокурора справі,0,21714
російський танкер механік погодін заблоковали порту херсона,0,12348
герасимов намагався прорватися ефір не пустили бпп заявили цензуру каналі тиск,0,4589
києві набережному шосе авто збило велосипедиста,0,36375
чиновникам сінгапуру заборонять користуватися інтернетом роботі,0,40477
півдоби ато терористи разів обстріляли українські позиції,0,24429
одещині зїхав дороги автобус людьми,0,28453
бойовики цілий день шмаляли широкиному,0,20242
стюардеса сфотографувалася викрадачем єгипетського літака,0,34038
сьогодні відбудеться суд справі свободівців сиротюка швайки,0,14170
окупанти криму фактично заборонили використання української кримськотатарської представництво президента україни,0,10270
осіб зникло конфлікт карабаху,0,20032
міліція розслідує побиття члена наглядової ради укрнафти хуліганство,0,8539
миколаєві загорівся військовий корабель,0,37173
терористи днр відновили бойові дії донецькому напрямку,0,14300
відбитки пальців фотографування перевірка телефонів терористи днр планують ускладнити перетин лінії розмежування україна ткг,0,4111
краматорську захисту путінистів створять загони оборони,0,15730
києві час переслідування дтп потрапили патрульні хрещатику величезний затор,0,15564
запоріжжі коронавірус виявили річної дівчинки,0,35812
ярош очолив бойовий підрозділ правого сектору,0,18546
британія заборонила постачання підводних апаратів росію,0,20321
мобільна мінометна група бойовиків обстріляла марїнку донецьк,0,27568
ердогана звинуватили австрію екстремізмі,0,35716
океан змінить колір глобальне потепління загрожує дослідження,0,10260
сніг холодно туристів просять утриматись походів карпати,0,33764
епідемія грипу україні померло уже людей,0,23737
паризький котел боснійський сценарій продаж україни укропі різко засудили паризькі домовленості,0,986
сумщині зіткнулися вантажівка позашляховик загинула річна дитина одна людина є постраждалі,0,9412
фотофакт пекін оповив густий смог оголошено найвищий рівень небезпеки,0,17714
завтра навчальний процес школах хмельницького призупинять,0,21952
юриста заарештованого антоненка відбувається обшук рух опору капітуляції,0,16989
заводі ізоляція донецьку окупанти облаштували концтабір змі,0,9034
єс не поспішають безвізовим режимом тотальну корупцію україні,0,35764
путін забрав найкращі маєтки криму разом масандрою кріпаками,0,32106
системи запускають автомобілі ключів смертельно небезпечні,0,13386
німецьке видавництво відмовляється повернути мапах крим україні,0,9984
росії секта лікувала людей наркотиками духами шмаганням батогом,0,16481
ізраїлі екстренно посадили літак колеса,0,20698
військові кораблі росії підпливли кордону латвії,0,22098
сша звинуватили президента венесуели мадуро наркоторгівлі інформацію дають млн,0,14072
львові сталося масове отруєння ресторані,0,37007
бориспільському шосе вантажівка насмерть збила жінку,0,27756
харківські регіонали провалили програму тероборони області,0,17829
прокуратура криму розслідує візит півострів іноземних політиків,0,31964
цвк вдруге відмовила правозахиснику ратушу зареєструватися кандидатом президенти,0,40147
росія повністю блокує перемовини донбасу обміну полоненими контактна група,0,12672
заблокованих кпвв новотроїцьке блокпостом днр людей заберуть обсервацію підконтрольній території донода,0,11200
путін залякує україну новими жертвами ймовірні поставки американської зброї,0,32108
засідання мінську бойовики почали гатити,0,30648
спікера ради федерації рф не пустили сша,0,33855
переплутали карасів росіяни внесли санкційного списку галериста лідера с,0,30391
климпуш цинцадзе звинувачує мігрантів відтермінуванні безвізу,0,25860
мзс україни заперечило інформацію видачу шенгенських віз кримчанам москві,0,27290
окунська дітьми просить політичного притулку франції,0,29865
італія підтримає продовження санкцій рф кінці червня змі,0,7037
відставка гройсмана премєр направить заяву ради,0,22042
україна відкликала співробітника посольства білорусі персоною нон грата,0,17064
терористи днр хочуть назвати донецьку вулицю честь бузини,0,14312
зсу зафіксовано другу смерть,0,35903
смертельна дтп львівщині зіткнулося автівки,0,33738
порошенко дуда закликали єс посилити санкції росію агресію керченській протоці,0,31528
росії розбився черговий військовий літак,0,37982
афганістані бойовики талібану захопили госпіталь пацієнтами,0,3143
трамп назвав причину погіршення відносин сша росією,0,34849
помер перший рок гітарист,0,31080
як пяна росіянка літаку погрожує поліцейським путін вбє,0,18406
норвегія бельгія найчастіше відмовляли росіянам візах,0,29632
фсбшники проводять обшуки квартирах кримських журналістів,0,40059
навальний не змозі підірвати путінський режим надто нерівні сили огризко,0,9548
укропі порівняли корбана шестидесятниками,0,3774
росія показухи витягла вулиці москви міжконтинентальні ракетні комплекси відео,0,12516
росія досі не виплатила компенсації родичам загиблих авіакатастрофі єгипті,0,32866
кравцов обіцяє наступні місяці влаштувати джихад укрзалізниці,0,7764
день донбасі бойовики разів обстріляли позиції українських військових,0,23083
мінську десятки невідомих штурмували посольство лівії відео,0,37212
японії прорив дамби затопило місто,0,38920
заяви луценка народний фронт не підтримує уряд технократів є дезінформацією сюмар,0,6565
європейська солідарність вимагає одеської влади припинити спроби перейменування проспекту небесної сотні готує судовий позов,0,400
генпрокуратура відновила справу коломойського замах вбивство,0,22480
виставив торги воскову скульптуру гітлера,0,18891
пасажира авіарейсу доха київ госпіталізували температурою нацполіція,0,10566
киянина посадити побиття бездомного собаки,0,25741
сирії розбився російський вертоліт пілоти загинули,0,38115
терористи обстріляли лікарню красногорівці,0,34669
києві насмерть збила пішохода порушника,0,36060
донбасі ліквідовано російських військових поранено,0,8942
центрі києва прорив тепломережі мало не пішла землю,0,21580
іраку курди увійшли підконтрольний ісламській державі синджар,0,3265
росіяни злили проект тексту резолюції радбезу оон створення трибуналу боїнгу,0,12757
сина берлусконі посадили місяців,0,33512
посольстві припускають борту українського гелікоптера мігранти,0,16311
русанівській набережній вщент згорів ресторан,0,28641
дтп одещині загинуло людей,0,22204
морозу опадів діденко розповіла чекати січня україні,0,2503
беркут воював боці рф ліквідаторів беркута слід визнати героями бутусов,0,72
суд полоненими українськими моряками порушує женевську конвенцію правозахисниця,0,1346
києві протаранила білборд водій загинув місці,0,15350
історична казка продуктові теракти,0,7023
са всюди пробки а іллі киви спізнююся замовив сиром карантин власник мережі ресторанів почав самотужки розвозити піцу,0,1228
явка місцевих виборах становить опора,0,18360
хабарі спіймали голову отг київщині вимагав млн грн вирішення земельних питань,0,9468
гройсман не зареєстрував законопроект підготовку нової конституції,0,22871
україні пропонують штрафувати цькування роботі,0,21432
півдні сша легкий літак упав автівку загиблих,0,9305
самопоміч голосуватиме відставку яценюка але не підтримає гройсмана,0,1236
києві протаранив богдан пасажирами,0,15348
бойовики червні разів обстріляли зсу,0,20076
голова приватбанку заявив високий ризик банк повернуть коломойському,0,4680
моз підтвердило друге зараження коронавірусом тернопільщині,0,27599
пожежа анімаційній студії японії щонайменше загиблих,0,30821
піддатий ромео бив вікна залізти коханої,0,18409
сша нагадали росії мінському меморандуму час зупинити бої донбасі,0,14089
гпу завершила розслідування заволодіння януковичем сухолуччя,0,22737
дефіцит енергетичній галузі україни сягнув млрд грн во міністра енергетики буславець,0,5139
тіллерсон вимагатиме росії припинення агресії донбасі,0,34749
вибух авто києві підривник помер лікарні,0,21857
києві майже хворих кір,0,36137
ляшко вакцинацію україні відкласти перехворів,0,8158
сутички нових санжарах підозрюваного наїзді нацгвардійців відправили нічний домашній арешт,0,34230
разі наступу росії обстріли потраплять населені пункти луганщини ода,0,16381
прокурори оскаржуватимуть звільнення націоналіста шешеля,0,31987
нардеп соболєв побив мітингувальників радою гпу,0,9686
змі шляху літака розбився внуково снігоприбиральних машини,0,6834
російський космонавт мкс залишився новорічних подарунків,0,32663
бойовики обстріляли житлові райони троїцького,0,20184
новим міністром фінансів мали призначити сергія марченка раді не вистачило голосів,0,29592
змі зібрали доказів суд сенцовим судилищем,0,6819
кремлі не хочуть коментувати перенесення референдуму південній осетії,0,36790
проросійський телеканал заговорив кримськотатарською криму,0,32003
масляну російським чиновникам заборонили годувати людей лопат,0,28389
карантин тривати осені представник кабміну раді,0,7137
росії вчителю дали пости,0,16422
офіційний курс гривня продовжує дешевшати долара,0,30092
тернопільщині дитсадку виявили невідомий вірус дітей облазять нігті,0,28712
севастополі сталася аварія електромережі,0,38079
голова профспілки вимагав відмову мітингів,0,22644
семочко призначався обхід грицака екс заступник голови сбу,0,13135
прокоментували інцидент публічним сексом,0,35154
окупаційна адміністрація донецька закрила населенню виїзд межі окупованої зони,0,29890
депутатка ляшка досі думає ленін києві спокійно стоїть відео,0,5097
ганьба такому порядку денному княжицький розкритикував ігнорування низки постанов раді,0,247
квітня фронті українського боку загиблих російського знищених поранений,0,1837
росіянам пророкують одне найбільших останні падіння реальних зарплат,0,33067
дтп нацгвардійцями одесі суд заарештував чоловіка бив поранених військових,0,5566
сша не зніматимуть санкції росії часткове виконання мінська волкер,0,14105
зоопарку харківщині мавпи напали чоловіка,0,35886
депутат держдуми вигнанні пономарьов не вірить причетність чеченців вбивства нємцова,0,23103
японія відправляє війська спірні китаєм острови,0,41026
нацполіція відкрила кримінальну справу перешкоджання роботі яценюка посаді премєра,0,29266
києві водій несправного зіла протаранив автівки,0,15422
китаї викрили виробництво підробленої вакцини коронавірусу,0,36631
закарпатті зіткнення легковика вантажівки загинуло людей дитина вижила,0,9043
кндр шляху ядерного удару сша директор цру,0,7423
києві зафіксовано тис випадків,0,20865
німеччині аукціону не змогли продати картини гітлера,0,37408
американських гаваїв помітили російський шпигунський корабель,0,19951
єс відклав переговори вступ північної македонії албанії,0,23970
індії партійні прапори відбулися сутички є жертви,0,3249
екс адвокат трампа обмінювався інформацією повязаною росією фірмою,0,23612
бойовики вечір обстріляли позиції сил ато,0,20105
маріуполем опалення живуть біженців,0,30517
зсу повідомили одну смерть коронавірусу,0,20683
турецький уряд підпорядкував військові заводи,0,35006
будь демократ кращим конкурент трампа знявся виборчої гонки сша,0,3022
донеччині судитимуть працівника національного антикорупційного бюро,0,9000
укрзалізниця передумала звільняти керівництво південно західної залізниці,0,39548
єгипет проситься замінити турецькі товари росії,0,23931
радикали не хочуть ночувати дверима шокіна повернуться завтра,0,32401
китайські хакери насолоджувались особистим листуванням високопосадовців сша змі,0,7282
аварію російського бомбардувальника списали пілота,0,19302
зоні ато спіймали бойовика обстрілював марїнку,0,15262
вокалісту загрожує повна втрата слуху,0,22238
час аудиту укрзалізниці виявили розкрадання млн грн,0,30547
сумщині зафіксовано першу смерть коронавірусу мер конотопа,0,9411
бойовики днр проігнорують закон місцеві вибори,0,2732
англії знайшли останки людей принесених жертву,0,3118
вибори маріуполі скасувати нічний телеекспрес наталкою лятуринською,0,3990
російські священники жаліються масово тікають україни смертельні погрози каратєлєй,0,12405
автозак навальним прибув бабушкінського суду москві,0,19386
амку розгляне справу облгазів фірташа,0,19582
україна отримати новий мовний закон лютому кириленко,0,17155
сестра кім чен ина застерегла адміністрацію байдена розвіювання смороду вашингтон не спати спокійно,0,13179
бойовики донбасі мобілізуються вй рнбо,0,2836
іран назвав фейком запис розмови глави мзс реальних причин аварії літака мау,0,25243
премєр малайзії не вірить рф високим рівнем дисципліни збила,0,11554
нідерланди призупинили використання вакцини,0,29435
стамбулі військові поранили людей змі,0,16629
суд тиждень відклав розгляд справи александровської,0,34126
франції швидкості км год зійшов рейок потяг людей загинуло,0,38582
коаліції не існує другий місяць нардеп,0,7444
затонулий танкер місця події знайшли мертвого дельфіна,0,24648
жодного скасування санкцій росія не поверне донбас крим тіллерсон,0,5979
польщі перекинувся український автобус людьми,0,37688
херсонщині вибухнув військовий автомобіль кузові знаходилися боєприпаси,0,28830
терористи планують нові напади шрі ланці держдеп сша,0,14387
бельгії мера міста знайшли вбитим цвинтарі,0,35200
помер йосип кобзон,0,31060
києві чоловіки автоматами вкрали тис,0,36583
мережі зявилося відео місця вбивства бізнесмена києві,0,37113
росія не надала тимчасовий притулок родині біженців сирії,0,32953
ексрадник єрмака розповів зе влада поділа кошти ковідного фонду,0,5701
влада євросоюзу хоче заборонити шаурму,0,22179
власників сайтів росії зобовяжуть публікувати імя контактні дані,0,22200
повідомила нові докази змови росії талібів,0,19109
одесі провокатори використовують апробовану криму тактику саакашвілі,0,16200
американські зенітки російського івана кремлівські змі зганьбились черговим фейком,0,19561
майдані відбувається акція нагоди трагедії дебальцевому,0,28377
словенське парамілітарне угрупoвання похвалилося бійцями воювали україні,0,13494
арахамія заявив нардепа шевченка підставили чистому вигляді виступом російських пропагандистів,0,2347
шкіряк маріуполь точка особливої уваги терористів,0,40634
терористи спробували наступати бік артемівська підтягують підкріплення передову,0,34690
івано франківську сталася кривава різанина дітьми,0,20692
кількість хворих пневмонію миколаєві разів вища торік головлікар,0,7335
вада оприлюднила доповідь йдеться причетність путіна допінгового скандалу,0,3817
грибовицькому сміттєзвалищі пожежа,0,27889
україна своїми кордонами політику,0,17231
правому секторі розповіли підірвали їхній волонтерський центр,0,14817
російські тюремники кажуть савченко відмовляється переведення цивільну лікарню,0,12415
водію збив насмерть дитину повідомили підозру,0,4300
президент повинен покласти рішучий край спробам організувати прямі перемовини україною терористами львівська облрада,0,11519
зеленський відповіси президенту повезуть феофанію шини шматки асфальту,0,475
так звані вибори днр лнр суперечать мінським домовленостям австралія радбезі оон,0,14205
неподалік нью йорка сталася пожежа атомній станції,0,29410
загибла дніпрі патрульна забула ввімкнути нагрудну камеру мвс,0,6352
померла народна артистка україни аніко рехвіашвілі,0,31110
поліції назвали причини трагічної дтп житомирщині забрала життів,0,16264
кияни вимагають президента звільнити округ агента тигіпка,0,25734
росія запропонувала українській співачці тис виступ красній площі,0,32893
коронавірус підхопили американців круїзного лайнера якому є українці,0,7680
зеленський підриває інститут держави нищить україну омелян,0,6711
миколаївській школі знайшли мертве немовля,0,37185
москаль нагадав кабміну треба вирішити питання російськими фурами,0,8718
росії відомі підозрювані справі скрипаля немає кримінального путін,0,12279
саакашвілі видачу українського громадянства затягують,0,12875
президент пригрозив бойовикам жорстким економічним режимом,0,11523
бойовики іділ планують теракти стокгольмі змі,0,2745
новий штам вийшов контролю моз британії,0,10077
захарченко вважає смертні вироки днр вищою мірою захисту суспільства,0,6516
окупаційний кримський суд вирішив заочно заарештувати чубарова,0,29899
міллер хоче оштрафувати нафтогаз недобір газу млрд,0,8542
дніпрі вирує буря повалені дерева аварії електрикою,0,15111
час посадки українського літака шарм шейху загорілося шасі,0,30576
гпу обшукує укрзалізницю масштабні розкрадання,0,4782
сумщині померлої підтвердили коронавірус,0,28700
сингапур отримав тиждень шпигунський літак сша зясування планів китаю,0,33516
греція не повертати кредит мвф немає грошей,0,4819
донбас обстрілюють великдень,0,23480
змі польщі затримали офіцера армії шпигував користь росії,0,6833
сбу затримала здирство керівників фдм франківщині,0,33326
росія закрила майже притулків донбаських біженців,0,32889
суд призупинив повноваження новообраної голови хмельницької облради,0,34160
юнкер звинуватив премєра угорщини розповсюдженні фейків,0,40793
донеччині терористи обстріляли мінометів прикордонників,0,28040
філатов досі отримує зарплату ради,0,39815
несамовитий врізався перекинув києві,0,29412
будівлі кабміну ради охороняють тисячі міліціонерів,0,20401
росія тримає вязницях тис українців,0,33051
києві щекавицю огородили будівельним парканом,0,36589
тихий океан сколихнув потужний землетрус,0,34745
китаї показали засновника джека ма зник жовтні конфлікту урядом,0,3308
чернігові свинячого грипу помер чоловік,0,16924
засуджений організацію вбивства бабченка просить випустити тюрми,0,6479
